Ano;Município (Código);Município;area_lavouras;despesa_insumos;despesa_lavouras;despesa_terras;CR_sicor;pessoal_ocupado;qtde_maquinas;qtde_tratores;receita_lavouras;uso_adubos;uso_agrotoxicos;uso_assistencia_tecnica;uso_corretivos;producao;pib_agro
2017;3156809;Sabinópolis - MG;2252,9;15611;3950;13733;8824499,34;3210;126;76;7459;749;229;260;165;63313;42108
2017;3156908;Sacramento - MG;79288,3;164022;396904;178900;137106518,70;4774;2227;1298;373939;694;373;423;500;514518;384836
2017;3157005;Salinas - MG;4343,4;9574;4947;5848;5778948,51;4803;357;252;12837;680;268;123;142;34100;18428
2017;3157104;Salto da Divisa - MG;88,4;3005;105;NA;1918542,08;914;66;32;NA;21;3;73;11;12616;7937
2017;3157203;Santa Bárbara - MG;489,5;2947;1065;NA;1089173,60;806;68;41;2796;216;55;105;72;20614;14539
2017;3157252;Santa Bárbara do Leste - MG;4494,5;7394;14104;NA;5915317,79;2504;52;45;25110;922;381;228;451;28146;13222
2017;3157278;Santa Bárbara do Monte Verde - MG;475,6;5482;NA;1235;2032008,32;709;81;48;NA;145;18;59;84;12668;9770
2017;3157302;Santa Bárbara do Tugúrio - MG;1102,6;3587;1186;NA;3135661,51;1138;14;14;5457;406;42;36;170;17113;5162
2017;3157336;Santa Cruz de Minas - MG;NA;NA;NA;NA;19383,41;NA;NA;NA;NA;1;1;1;1;NA;46
2017;3157377;Santa Cruz de Salinas - MG;1314,0;1595;1239;1220;2795014,41;2086;23;19;3417;141;7;86;32;5469;2952
2017;3157401;Santa Cruz do Escalvado - MG;1569,0;8919;NA;NA;3474903,48;1250;47;33;NA;280;86;65;47;48936;8154
2017;3157500;Santa Efigênia de Minas - MG;242,9;1062;77;194;971840,52;558;11;7;315;107;3;8;17;4306;4400
2017;3157609;Santa Fé de Minas - MG;1342,6;4488;NA;NA;6771216,04;1622;229;147;NA;55;25;47;44;12637;7175
2017;3157658;Santa Helena de Minas - MG;602,4;NA;354;NA;2881546,43;541;NA;NA;NA;26;1;4;19;9641;4411
2017;3157708;Santa Juliana - MG;34394,1;120471;NA;96093;65324574,39;2897;725;438;NA;200;147;67;140;349494;134103
2017;3157807;Santa Luzia - MG;562,5;2844;1396;624;207443683,09;432;45;41;2438;106;5;56;19;5965;2248
2017;3157906;Santa Margarida - MG;11262,1;24677;108839;NA;43805607,11;7504;673;115;80885;1939;794;346;1278;92815;115090
2017;3158003;Santa Maria de Itabira - MG;815,1;9339;1831;NA;580362,86;1682;73;41;4541;326;50;181;87;39366;19568
2017;3158102;Santa Maria do Salto - MG;314,4;NA;NA;NA;1184281,03;1354;9;5;NA;21;5;9;9;5306;3116
2017;3158201;Santa Maria do Suaçuí - MG;1634,5;5157;1144;NA;4490801,60;1679;34;22;3672;323;64;138;46;20117;10950
2017;3158300;Santana da Vargem - MG;7666,8;19315;48997;20182;14984563,80;1225;504;290;65969;346;326;300;281;71917;28815
2017;3158409;Santana de Cataguases - MG;78,6;NA;75;NA;628053,60;686;12;11;201;429;1;67;48;5911;4608
2017;3158508;Santana de Pirapama - MG;2980,2;12498;2703;NA;3585104,24;2632;236;146;5435;476;150;131;157;43333;25997
2017;3158607;Santana do Deserto - MG;309,9;1194;NA;250;678299,89;311;47;37;NA;28;5;22;20;3010;1999
2017;3158706;Santana do Garambéu - MG;944,3;2647;NA;722;401753,24;427;19;10;NA;116;31;28;83;9518;3919
2017;3158805;Santana do Jacaré - MG;709,4;2542;NA;NA;2165708,28;377;61;32;NA;75;57;43;50;14005;6027
2017;3158904;Santana do Manhuaçu - MG;9193,3;24080;48395;NA;43351636,06;4178;160;150;61817;1050;623;120;747;81815;33784
2017;3158953;Santana do Paraíso - MG;365,1;3518;278;NA;1127608,84;446;21;16;786;60;8;38;22;26440;7831
2017;3159001;Santana do Riacho - MG;653,2;1650;NA;334;712591,29;586;28;15;NA;182;5;53;26;3917;1487
2017;3159100;Santana dos Montes - MG;704,7;2447;1147;NA;719466,43;747;46;25;1682;174;8;12;49;7734;3488
2017;3159209;Santa Rita de Caldas - MG;4979,7;25168;17756;15609;18850818,56;2570;698;445;NA;456;347;297;407;63020;26471
2017;3159308;Santa Rita de Jacutinga - MG;437,8;7570;NA;NA;1845752,78;920;14;9;NA;93;8;171;35;19050;8255
2017;3159357;Santa Rita de Minas - MG;2291,3;3466;NA;NA;10875789,10;868;34;34;14443;247;119;82;151;16359;8425
2017;3159407;Santa Rita de Ibitipoca - MG;1810,8;NA;NA;NA;4707921,70;796;101;38;NA;284;25;91;71;30164;8907
2017;3159506;Santa Rita do Itueto - MG;5870,3;7105;NA;NA;12872681,21;2347;70;70;24432;605;393;81;370;42680;65246
2017;3159605;Santa Rita do Sapucaí - MG;7411,3;17247;33951;12312;62831883,50;3535;278;202;42848;561;304;350;410;74492;38244
2017;3159704;Santa Rosa da Serra - MG;3881,9;16415;28578;NA;15246437,64;2703;301;180;38486;346;306;247;264;43338;19275
2017;3159803;Santa Vitória - MG;48591,9;134932;281271;NA;140133461,30;4757;1176;764;53056;310;356;449;259;374955;220059
2017;3159902;Santo Antônio do Amparo - MG;9049,2;25118;66119;23601;46678768,43;3533;540;361;59082;435;358;255;321;197091;42755
2017;3160009;Santo Antônio do Aventureiro - MG;688,5;4605;1038;NA;4193670,39;820;85;50;2194;160;24;41;33;13148;9367
2017;3160108;Santo Antônio do Grama - MG;1123,5;5940;NA;1195;1382344,85;550;35;28;NA;154;67;34;74;17817;10166
2017;3160207;Santo Antônio do Itambé - MG;512,7;1566;NA;NA;965942,11;477;22;10;NA;134;8;31;32;6818;3799
2017;3160306;Santo Antônio do Jacinto - MG;728,7;3387;1829;1615;2884766,70;3470;7;4;4428;312;147;87;16;16134;6930
2017;3160405;Santo Antônio do Monte - MG;5243,8;85620;3562;11301;30817006,46;3101;571;363;4031;627;73;193;328;173567;142964
2017;3160454;Santo Antônio do Retiro - MG;2075,2;1144;1914;NA;3649768,00;2086;44;44;8189;555;157;3;186;8103;3244
2017;3160504;Santo Antônio do Rio Abaixo - MG;157,8;NA;380;NA;796650,37;482;3;3;467;49;1;24;12;5780;2200
2017;3160603;Santo Hipólito - MG;941,0;3021;397;2105;3820697,20;501;133;66;639;94;36;45;38;14892;5561
2017;3160702;Santos Dumont - MG;1053,3;8322;788;NA;10330949,03;1204;102;65;732;204;32;103;110;25403;12588
2017;3160801;São Bento Abade - MG;2364,9;7026;12477;NA;8623708,63;367;154;81;17342;69;37;48;47;25163;13306
2017;3160900;São Brás do Suaçuí - MG;NA;852;201;NA;995499,57;245;15;9;498;43;6;15;11;3625;1828
2017;3160959;São Domingos das Dores - MG;2632,5;5469;12816;5008;12023958,00;2581;46;38;19868;580;257;236;288;23064;11536
2017;3161007;São Domingos do Prata - MG;3309,7;6026;2037;4181;6076917,71;2635;99;69;7503;602;64;322;221;34829;22568
2017;3161056;São Félix de Minas - MG;377,6;2285;NA;NA;2484998,39;804;NA;NA;1143;114;33;79;52;10308;3426
2017;3161106;São Francisco - MG;11763,1;19951;5936;9423;25305319,28;12560;443;271;22122;597;428;85;115;67691;39802
2017;3161205;São Francisco de Paula - MG;3917,3;10444;15875;NA;10312490,85;1782;322;170;26211;364;261;148;219;43189;25114
2017;3161304;São Francisco de Sales - MG;19438,1;37649;78341;NA;37900190,00;1912;427;285;87397;118;42;52;102;147618;61517
2017;3161403;São Francisco do Glória - MG;2630,0;4509;4994;NA;5310412,12;1530;351;12;10938;325;214;37;117;21829;7350
2017;3161502;São Geraldo - MG;1351,5;3345;2820;2123;2332016,69;1181;71;37;4225;298;137;69;141;12942;8759
2017;3161601;São Geraldo da Piedade - MG;550,4;1666;442;NA;239801,21;835;22;16;1097;45;21;29;12;7950;3396
2017;3161650;São Geraldo do Baixio - MG;862,8;2857;NA;NA;3030514,75;729;26;16;NA;117;26;32;61;12592;4257
2017;3161700;São Gonçalo do Abaeté - MG;10778,9;26566;27914;NA;37103459,03;1443;288;182;NA;173;84;92;106;86776;49139
2017;3161809;São Gonçalo do Pará - MG;980,1;22503;1175;1908;22497220,68;1029;81;69;NA;238;28;55;61;40665;15088
2017;3161908;São Gonçalo do Rio Abaixo - MG;940,5;3165;4914;1037;1424997,86;1171;38;32;14805;255;41;238;91;29111;6326
2017;3162005;São Gonçalo do Sapucaí - MG;15179,5;43759;60136;NA;81566036,55;2998;942;586;75880;502;450;472;401;151083;59457
2017;3162104;São Gotardo - MG;10798,7;62200;51363;35175;89269962,86;3100;770;437;105109;504;252;366;332;194062;60138
2017;3162203;São João Batista do Glória - MG;11815,2;47073;34191;NA;25049030,10;1491;561;279;57993;265;222;153;179;137190;44660
2017;3162252;São João da Lagoa - MG;1519,5;3568;1176;2235;2218159,27;1731;189;96;2852;314;82;130;73;12765;8572
2017;3162302;São João da Mata - MG;1946,1;6597;8125;4112;3642104,51;817;184;113;10914;226;139;158;211;17188;10659
2017;3162401;São João da Ponte - MG;8818,2;26322;NA;16612;12916480,57;9300;323;229;11346;696;359;231;53;43022;16222
2017;3162450;São João das Missões - MG;NA;1336;NA;NA;3115833,63;4190;10;6;NA;147;183;44;15;8473;4879
2017;3162500;São João del Rei - MG;15399,6;67369;56230;45562;49456407,54;2267;914;473;82425;671;346;342;312;169726;82662
2017;3162559;São João do Manhuaçu - MG;5400,8;11361;34268;NA;19344678,24;3679;763;80;55102;901;507;186;560;58541;26003
2017;3162575;São João do Manteninha - MG;453,1;1475;706;NA;2163960,94;648;6;6;1375;43;13;14;27;5104;3276
2017;3162609;São João do Oriente - MG;1600,5;7672;NA;5395;2136651,94;1078;47;34;NA;250;102;45;123;21360;4667
2017;3162658;São João do Pacuí - MG;2486,3;1354;NA;NA;2911024,28;1231;91;65;NA;101;40;70;15;10591;3974
2017;3162708;São João do Paraíso - MG;6119,1;5807;10034;3745;4557756,09;6387;103;88;23577;1607;72;346;328;40493;35139
2017;3162807;São João Evangelista - MG;1283,0;10667;1500;5154;5840560,18;1972;78;56;3493;349;25;49;57;35925;15038
2017;3162906;São João Nepomuceno - MG;1082,1;NA;447;NA;4325431,98;1345;112;102;3664;234;2;477;225;28902;12352
2017;3162922;São Joaquim de Bicas - MG;386,1;1696;NA;NA;1209325,72;490;36;33;NA;83;69;70;62;17149;31377
2017;3162948;São José da Barra - MG;8830,3;28182;30480;NA;55121297,84;2232;384;268;46363;340;330;259;326;120643;35111
2017;3162955;São José da Lapa - MG;NA;NA;NA;NA;479116,31;227;11;11;NA;24;2;14;4;32557;10484
2017;3163003;São José da Safira - MG;184,2;1608;NA;NA;874393,02;261;22;10;NA;37;10;19;6;5901;1713
2017;3163102;São José da Varginha - MG;1517,7;81067;NA;NA;11933358,26;985;172;121;NA;138;38;77;48;181160;39429
2017;3163201;São José do Alegre - MG;919,0;1370;NA;NA;695859,73;485;55;41;NA;124;65;131;75;7699;4206
2017;3163300;São José do Divino - MG;492,0;2801;NA;1817;3073430,54;1013;22;12;NA;90;11;73;11;13838;3980
2017;3163409;São José do Goiabal - MG;1038,5;3950;NA;NA;2734023,88;1068;33;15;NA;102;14;11;18;16986;7964
2017;3163508;São José do Jacuri - MG;838,6;6042;712;NA;2137170,75;1413;21;17;2222;416;108;80;125;18226;11526
2017;3163607;São José do Mantimento - MG;1030,3;2824;5441;NA;2948618,75;678;24;21;7107;231;127;68;138;10208;5567
2017;3163706;São Lourenço - MG;242,1;1500;NA;318;230000,00;206;26;15;NA;40;10;37;22;4059;1654
2017;3163805;São Miguel do Anta - MG;3458,9;5773;7511;NA;2886907,41;2066;131;125;16623;732;362;189;394;27575;19407
2017;3163904;São Pedro da União - MG;8995,9;21963;38261;NA;19650044,32;3292;719;514;73180;796;722;495;453;84013;36389
2017;3164001;São Pedro dos Ferros - MG;4854,0;4319;2951;NA;4347070,52;850;65;42;22118;179;29;88;42;37985;18564
2017;3164100;São Pedro do Suaçuí - MG;708,8;4550;NA;NA;2439190,18;861;43;34;NA;134;38;99;29;14936;5387
2017;3164209;São Romão - MG;8162,5;35599;56857;33881;25119503,79;2308;257;177;35046;372;50;41;18;51570;50120
2017;3164308;São Roque de Minas - MG;13907,4;72695;57537;45526;89232969,95;2537;1146;715;65278;533;423;279;420;124775;73224
2017;3164407;São Sebastião da Bela Vista - MG;3313,2;8075;12544;NA;6099900,95;1075;224;130;14951;166;98;107;125;27233;11114
2017;3164431;São Sebastião da Vargem Alegre - MG;1242,1;2766;4194;1603;3305350,16;986;105;105;14288;437;172;217;348;14113;5406
2017;3164472;São Sebastião do Anta - MG;3096,5;3575;NA;NA;12696303,35;2328;22;22;NA;586;65;59;506;38454;16876
2017;3164506;São Sebastião do Maranhão - MG;1703,2;5057;1343;NA;3644243,51;2507;22;14;4819;648;59;56;68;22475;10242
2017;3164605;São Sebastião do Oeste - MG;1503,0;12085;NA;3870;37220786,09;1844;221;160;NA;495;15;138;106;50463;46443
2017;3164704;São Sebastião do Paraíso - MG;25776,4;64248;132977;60557;123657298,00;5603;2060;1278;220575;915;713;679;685;294157;122944
2017;3164803;São Sebastião do Rio Preto - MG;372,1;NA;NA;NA;211758,67;560;14;6;NA;165;3;10;8;6261;2179
2017;3164902;São Sebastião do Rio Verde - MG;739,2;3979;1436;1518;990866,68;575;51;28;1878;202;48;54;44;10489;3388
2017;3165008;São Tiago - MG;3652,4;22400;5628;5965;15438612,18;2511;252;152;9085;745;195;298;487;62990;29794
2017;3165107;São Tomás de Aquino - MG;9803,8;28969;58030;29200;37167740,59;2483;984;589;63190;409;367;378;299;101762;46688
2017;3165206;São Tomé das Letras - MG;2643,9;7245;9713;NA;6254297,61;1157;218;132;11551;369;143;143;180;26579;10185
2017;3165305;São Vicente de Minas - MG;5406,5;13640;9661;8848;24599640,71;878;332;182;17177;114;65;179;78;43392;34438
2017;3165404;Sapucaí-Mirim - MG;222,0;3354;NA;NA;1302486,63;722;56;55;NA;70;26;27;51;6520;9367
2017;3165503;Sardoá - MG;516,1;951;453;NA;1264880,50;1247;6;5;2190;164;5;16;77;14379;9344
2017;3165537;Sarzedo - MG;339,2;2449;NA;NA;390447,40;324;43;40;NA;66;57;59;36;15173;1852
2017;3165552;Setubinha - MG;4329,8;4210;4289;2683;2908544,04;4978;68;54;12473;646;84;60;225;19743;23106
2017;3165560;Sem-Peixe - MG;686,5;2413;NA;NA;2100850,73;1150;22;14;2448;207;18;95;20;9260;3563
2017;3165578;Senador Amaral - MG;736,1;15400;4201;NA;8006696,78;1500;315;270;7946;516;354;236;481;40609;7474
2017;3165602;Senador Cortes - MG;641,9;NA;NA;NA;1188938,09;330;34;26;NA;55;11;64;33;6365;2502
2017;3165701;Senador Firmino - MG;683,7;2523;NA;775;1450745,65;638;69;48;2198;200;60;21;60;10562;4214
2017;3165800;Senador José Bento - MG;971,3;2066;NA;1231;2431483,03;475;97;66;NA;245;35;33;187;9167;4801
2017;3165909;Senador Modestino Gonçalves - MG;2135,6;2485;1121;NA;1787181,62;2438;43;36;4162;482;5;37;50;17114;53610
2017;3166006;Senhora de Oliveira - MG;863,1;2442;2398;NA;2101955,68;950;23;19;3481;255;79;63;111;12543;12859
2017;3166105;Senhora do Porto - MG;412,5;NA;91;NA;2533548,07;1049;4;NA;150;71;1;13;5;12558;5747
2017;3166204;Senhora dos Remédios - MG;1685,3;7250;1371;NA;2858945,33;2408;82;54;4219;691;133;158;457;20029;9020
2017;3166303;Sericita - MG;3729,4;6249;13624;NA;6879771,15;2197;16;16;31324;690;190;91;410;27125;12666
2017;3166402;Seritinga - MG;344,1;3675;NA;NA;789316,19;204;35;22;NA;61;30;22;22;8035;8284
2017;3166501;Serra Azul de Minas - MG;398,6;NA;NA;NA;840012,21;736;15;12;NA;9;NA;11;10;6609;2898
2017;3166600;Serra da Saudade - MG;49,6;2939;NA;982;2196200,74;333;74;36;316;65;12;43;54;14851;3896
2017;3166709;Serra dos Aimorés - MG;2187,9;85221;NA;NA;3672755,80;515;46;33;NA;22;9;26;7;14496;10453
2017;3166808;Serra do Salitre - MG;44364,3;199750;219873;164518;161055055,13;3390;2052;1199;258849;638;515;552;524;385734;150046
2017;3166907;Serrania - MG;7946,7;30486;44402;30221;32887839,48;1291;426;246;49573;175;121;146;130;60172;29318
2017;3166956;Serranópolis de Minas - MG;999,5;2207;761;1215;2098976,11;1294;59;35;2004;265;245;174;13;7309;2830
2017;3167004;Serranos - MG;1956,6;5297;NA;NA;2104005,94;354;126;63;NA;89;38;61;50;14642;6913
2017;3167103;Serro - MG;3412,5;7777;2124;NA;5551467,75;5077;111;67;9415;1227;10;63;133;34199;17040
2017;3167202;Sete Lagoas - MG;2125,7;20403;5607;4799;64454452,86;1993;281;171;6054;500;59;333;121;53149;19094
2017;3167301;Silveirânia - MG;619,2;4427;481;NA;2476911,15;562;23;22;NA;141;50;131;58;12396;4452
2017;3167400;Silvianópolis - MG;5081,8;14419;12560;NA;13208603,96;1969;286;227;16909;336;142;117;236;44957;19521
2017;3167509;Simão Pereira - MG;441,7;739;NA;346;280102,63;235;38;33;NA;33;17;29;32;6406;2370
2017;3167608;Simonésia - MG;14538,7;19151;45164;NA;32215732,82;8269;143;104;93581;2286;903;299;1723;101113;45657
2017;3167707;Sobrália - MG;742,8;3227;NA;1760;2626204,43;1091;29;26;NA;246;98;79;60;17846;5318
2017;3167806;Soledade de Minas - MG;1503,4;6397;3487;NA;2479847,85;1070;83;61;5535;207;32;175;137;20693;9577
2017;3167905;Tabuleiro - MG;770,1;3445;NA;NA;1605945,96;544;41;23;NA;155;98;39;55;10922;4192
2017;3168002;Taiobeiras - MG;4777,0;7252;7618;5513;6490347,10;3257;163;110;13301;585;135;341;203;47610;43010
2017;3168051;Taparuba - MG;734,2;3821;1160;NA;2457178,49;726;40;39;4151;255;22;20;58;13898;6661
2017;3168101;Tapira - MG;6801,9;44825;36284;29238;42442945,99;1515;580;331;60595;290;139;205;229;113578;52692
2017;3168200;Tapiraí - MG;2635,4;8404;8813;5084;11081929,69;1065;168;102;30809;167;97;97;82;52854;12549
2017;3168309;Taquaraçu de Minas - MG;662,1;4030;1950;1165;1247646,86;577;52;38;NA;138;17;52;39;8891;3524
2017;3168408;Tarumirim - MG;6147,8;8986;1396;NA;11789072,83;2525;77;50;3009;459;47;182;106;38368;13239
2017;3168507;Teixeiras - MG;2101,7;23062;5368;NA;3007931,32;2587;56;46;12833;543;300;161;207;67670;15099
2017;3168606;Teófilo Otoni - MG;6362,5;17683;3635;5828;23423843,87;6859;381;270;11900;1034;281;319;291;111759;44648
2017;3168705;Timóteo - MG;105,5;NA;NA;NA;88891,33;162;NA;NA;NA;30;2;8;11;868;871
2017;3168804;Tiradentes - MG;176,6;2027;NA;NA;1046413,19;224;39;26;NA;50;12;14;18;5790;1753
2017;3168903;Tiros - MG;10667,9;75059;36435;NA;71833570,65;2852;508;308;42808;346;122;302;237;160893;58374
2017;3169000;Tocantins - MG;2068,1;6714;5321;NA;4031425,49;1770;183;149;11373;448;266;214;174;25056;20479
2017;3169059;Tocos do Moji - MG;960,1;5201;NA;NA;3183055,00;1387;200;178;NA;455;368;230;374;23036;13928
2017;3169109;Toledo - MG;1083,3;4346;NA;4315;6309698,71;982;283;264;NA;223;196;40;167;20067;5890
2017;3169208;Tombos - MG;2320,5;4615;4568;2345;5175988,36;1927;71;57;10947;435;162;155;188;21504;9745
2017;3169307;Três Corações - MG;23515,6;89939;103325;67833;74324370,88;4869;1509;878;132180;650;505;456;486;223644;126016
2017;3169356;Três Marias - MG;4287,8;12712;9837;NA;4815685,15;1010;225;159;16614;167;46;108;143;58417;65134
2017;3169406;Três Pontas - MG;26668,8;74016;169560;73850;221259662,93;6342;2043;1187;193871;999;904;812;759;250426;108227
2017;3169505;Tumiritinga - MG;574,0;4765;232;NA;3402309,43;1304;35;31;1148;180;8;59;23;19393;7706
2017;3169604;Tupaciguara - MG;43790,1;93085;137073;79590;121522120,78;2885;1138;722;190382;242;166;234;167;317405;211170
2017;3169703;Turmalina - MG;3165,8;9067;9877;8601;8256370,72;3412;151;101;11244;945;101;140;365;31618;71439
2017;3169802;Turvolândia - MG;5635,8;13169;18607;NA;14732958,46;1732;505;387;31364;466;399;357;399;57212;51578
2017;3169901;Ubá - MG;1277,3;4740;1866;NA;7079043,96;1267;106;87;4101;292;138;220;148;21104;18522
2017;3170008;Ubaí - MG;NA;3148;NA;3407;6154038,75;2543;130;69;NA;61;52;42;15;15012;8786
2017;3170057;Ubaporanga - MG;6377,3;8323;13500;7862;16010664,34;3579;64;50;38615;859;534;160;523;45060;18309
2017;3170107;Uberaba - MG;183170,8;337637;887599;401721;232498881,11;10470;3607;2121;832767;1292;673;1162;887;1201765;781289
2017;3170206;Uberlândia - MG;104987,4;229498;365236;218169;272898107,15;9922;3013;1775;403741;1456;718;1122;939;974943;496261
2017;3170305;Umburatiba - MG;63,5;NA;171;NA;1773325,52;527;18;14;344;13;6;21;8;7190;5081
2017;3170404;Unaí - MG;192913,6;388309;492204;348480;536137823,18;11536;3434;2027;870669;1718;959;1009;1173;1163350;702894
2017;3170438;União de Minas - MG;13657,8;38134;NA;31212;48331475,26;1552;455;288;NA;145;117;300;79;160667;71075
2017;3170479;Uruana de Minas - MG;4933,3;7128;NA;6633;7499721,49;1155;85;57;NA;329;76;131;71;31331;14185
2017;3170503;Urucânia - MG;3608,1;111447;53382;NA;8480830,87;2403;76;62;16129;187;62;70;30;172591;31313
2017;3170529;Urucuia - MG;6536,4;18484;14074;NA;7037378,71;5223;359;214;20248;257;307;555;76;85240;28376
2017;3170578;Vargem Alegre - MG;526,6;756;351;NA;2475720,42;504;15;11;1260;182;13;12;39;4875;2822
2017;3170602;Vargem Bonita - MG;4097,3;16138;33924;17509;13278056,20;784;294;173;34200;130;82;51;106;42938;11779
2017;3170651;Vargem Grande do Rio Pardo - MG;1675,5;1651;2756;1494;5180315,38;1588;53;48;6001;309;17;52;103;10386;7863
2017;3170701;Varginha - MG;11009,8;28433;59872;25148;226346534,56;3276;1070;615;74207;414;335;367;314;108958;62898
2017;3170750;Varjão de Minas - MG;6323,3;34358;12516;NA;16980404,29;1295;388;252;16138;137;22;22;48;108517;89044
2017;3170800;Várzea da Palma - MG;7672,6;20580;22057;17373;60276984,52;3680;580;400;31701;215;143;474;113;93464;55090
2017;3170909;Varzelândia - MG;2607,8;2508;NA;1756;6496902,58;3561;78;42;NA;139;524;253;29;12562;6397
2017;3171006;Vazante - MG;NA;49013;23769;NA;66333719,77;2221;963;409;NA;492;131;75;319;168799;101368
2017;3171030;Verdelândia - MG;3880,8;12066;24507;13157;9060998,00;3003;351;198;24071;231;419;369;45;54643;22497
2017;3171071;Veredinha - MG;1367,2;4745;2469;6646;2398077,84;1650;59;47;4460;478;20;180;170;20374;23749
2017;3171105;Veríssimo - MG;22698,9;44196;NA;56330;23023425,34;1670;397;249;NA;197;136;218;133;606071;72893
2017;3171154;Vermelho Novo - MG;2809,2;5899;12420;NA;7010316,70;1745;46;44;18550;641;269;160;274;19846;8839
2017;3171204;Vespasiano - MG;166,7;433;NA;217;25000,00;107;7;3;NA;26;8;10;8;2233;554
2017;3171303;Viçosa - MG;2608,1;9130;7325;3297;3232145,35;2341;144;114;19845;717;352;294;366;33601;19408
2017;3171402;Vieiras - MG;1198,0;5285;4298;2694;6211784,35;1484;36;30;7952;390;125;148;145;18071;5947
2017;3171501;Mathias Lobato - MG;277,1;2260;NA;682;2403098,89;236;43;26;NA;62;8;18;10;14166;2684
2017;3171600;Virgem da Lapa - MG;1711,7;2310;846;NA;1340131,18;2979;29;25;1784;585;53;209;21;8911;5268
2017;3171709;Virgínia - MG;2895,3;11287;6835;5037;3490653,42;2722;161;89;12395;803;493;221;348;36913;20934
2017;3171808;Virginópolis - MG;1633,5;6637;2040;NA;4035825,51;1515;101;69;3666;413;46;154;179;33049;22403
2017;3171907;Virgolândia - MG;1423,7;2265;506;670;1883297,34;767;23;14;1319;117;14;35;40;16147;6079
2017;3172004;Visconde do Rio Branco - MG;1598,0;3405;2946;NA;12964559,79;1779;109;92;10353;485;81;134;113;19132;9463
2017;3172103;Volta Grande - MG;605,9;3880;NA;796;3585514,00;407;87;55;NA;46;16;88;23;10347;6233
2017;3172202;Wenceslau Braz - MG;228,2;1817;NA;NA;743287,74;433;33;21;NA;55;12;66;17;8384;2611
2017;3200102;Afonso Cláudio - ES;19189,2;37234;55409;34668;31970960,18;11827;909;862;89728;2792;2009;670;1286;174961;74818
2017;3200136;Águia Branca - ES;6857,9;12687;28864;12918;14906474,67;4179;75;63;49719;1253;937;391;713;60268;56623
2017;3200169;Água Doce do Norte - ES;3949,1;6326;8086;4295;9296204,72;3042;12;12;19086;759;259;109;561;31349;19397
2017;3200201;Alegre - ES;7276,9;19044;14886;8562;18476645,54;5155;110;77;39352;1542;1082;507;924;81214;45300
2017;3200300;Alfredo Chaves - ES;9831,3;19893;11463;13136;15040940,29;4138;430;422;52375;1406;1205;91;761;76766;75815
2017;3200359;Alto Rio Novo - ES;3353,6;5410;13929;3766;2753041,13;2031;32;26;20494;664;520;269;446;23868;19276
2017;3200409;Anchieta - ES;3186,3;5548;4113;NA;9539587,91;1975;123;77;16800;440;246;219;197;31682;32100
2017;3200508;Apiacá - ES;2193,0;3661;7036;2763;4970899,08;2084;283;12;12525;424;332;141;213;18792;19179
2017;3200607;Aracruz - ES;10192,2;55166;34963;80521;30151126,44;10184;1217;761;67793;705;512;327;444;133284;56493
2017;3200706;Atílio Vivácqua - ES;2026,8;4139;3624;2690;6150716,47;1197;61;41;9219;242;139;90;122;26748;15956
2017;3200805;Baixo Guandu - ES;7153,7;9793;16332;9912;16744468,10;4216;149;133;27921;844;704;447;327;56249;34825
2017;3200904;Barra de São Francisco - ES;7756,9;26929;20071;24362;11872325,22;8059;93;76;38460;1631;659;252;730;70090;41002
2017;3201001;Boa Esperança - ES;9822,8;15247;37961;18300;25166233,68;12439;1075;623;72776;917;772;483;557;80599;62417
2017;3201100;Bom Jesus do Norte - ES;333,7;1080;494;534;3202851,34;431;19;12;1066;99;44;72;47;4110;3563
2017;3201159;Brejetuba - ES;12070,9;19783;44349;19860;27793661,27;5368;149;145;74834;783;519;204;402;65456;70653
2017;3201209;Cachoeiro de Itapemirim - ES;8536,2;35410;14785;8088;28157304,64;4493;198;153;37293;1196;1011;347;515;114807;58586
2017;3201308;Cariacica - ES;2033,3;3021;4965;NA;4625444,64;1275;65;57;16192;290;122;70;127;20879;11233
2017;3201407;Castelo - ES;13765,4;22614;39552;22372;31080337,47;6151;237;200;78234;2196;2039;647;909;103041;67206
2017;3201506;Colatina - ES;13605,5;27419;62213;26228;53827423,27;6819;669;594;114012;1944;1656;486;1076;126020;49710
2017;3201605;Conceição da Barra - ES;16451,5;8845;25236;NA;6888637,98;2284;224;189;55848;448;226;158;252;71099;44091
2017;3201704;Conceição do Castelo - ES;6771,4;12289;17136;9262;16168396,56;3289;231;195;37373;885;703;412;381;58263;27098
2017;3201803;Divino de São Lourenço - ES;2406,6;4961;6439;3245;3907576,63;1775;117;109;14629;552;258;129;267;21478;21319
2017;3201902;Domingos Martins - ES;23731,8;88860;38264;32505;46907928,59;11284;1566;1537;89618;3905;3065;731;2059;214825;127583
2017;3202009;Dores do Rio Preto - ES;4598,0;9598;20223;NA;9826411,48;3316;220;174;34145;581;277;239;374;42731;23526
2017;3202108;Ecoporanga - ES;3910,8;26875;10007;15584;57949220,87;6281;280;171;22574;868;557;365;577;160810;58935
2017;3202207;Fundão - ES;2909,1;4611;7965;NA;13978080,33;1504;82;61;19630;334;237;92;223;31025;27620
2017;3202256;Governador Lindenberg - ES;10828,3;20513;56228;20479;29664830,51;3834;168;165;63570;1055;1056;188;583;91632;43848
2017;3202306;Guaçuí - ES;8492,7;14184;20157;9826;8804785,42;5083;259;194;57488;1266;698;322;819;68788;36848
